row_index,feature_value,shap_value,color_by_self
0,127.900406,-0.35638607401530653,127.900406
1,127.900406,-0.35638607401530653,127.900406
2,124.84505,-0.1854483308810535,124.84505
3,124.84505,-0.19219881085535745,124.84505
4,124.84505,-0.19219881085535745,124.84505
5,-129.01715,0.3936045828398083,-129.01715
6,122.75385,-0.3622106196967758,122.75385
7,122.75385,-0.3622106196967758,122.75385
8,122.75385,-0.3622106196967758,122.75385
9,122.75385,-0.3622106196967758,122.75385
10,122.75385,-0.3622106196967758,122.75385
11,123.29645,-0.3588932412177931,123.29645
12,123.29645,-0.3588932412177931,123.29645
13,123.29645,-0.3588932412177931,123.29645
14,123.48729,-0.3712913434091638,123.48729
15,123.48729,-0.2665835828615329,123.48729
16,120.4828,-0.08235485569538997,120.4828
17,-128.87689,0.40739756852607223,-128.87689
18,-120.135506,0.17153184594102677,-120.135506
19,-120.135506,0.17153184594102677,-120.135506
20,-120.135506,0.17153184594102677,-120.135506
21,-120.135506,0.17153184594102677,-120.135506
22,-120.135506,0.17153184594102677,-120.135506
23,-120.135506,0.06722499392391276,-120.135506
24,-120.135506,0.06722499392391276,-120.135506
25,-120.135506,0.17153184594102677,-120.135506
26,-120.135506,0.06722499392391276,-120.135506
27,-120.135506,0.06722499392391276,-120.135506
28,-120.135506,0.17153184594102677,-120.135506
29,120.13537,-0.1800328760809784,120.13537
30,120.13537,-0.1800328760809784,120.13537
31,120.13537,-0.1800328760809784,120.13537
32,120.13537,-0.1800328760809784,120.13537
33,120.13537,-0.11560648805975982,120.13537
34,120.13537,-0.1800328760809784,120.13537
35,120.13537,-0.11560648805975982,120.13537
36,120.13537,-0.007487068926830154,120.13537
37,120.13537,-0.1800328760809784,120.13537
38,120.13537,-0.1800328760809784,120.13537
39,120.13537,-0.007487068926830154,120.13537
40,120.13537,-0.1800328760809784,120.13537
41,126.13149,-0.31699105781255305,126.13149
42,126.13149,-0.31699105781255305,126.13149
43,121.84259,-0.2523108117838171,121.84259
44,122.80698,-0.4012658243748538,122.80698
45,124.68714,-0.24855068123807117,124.68714
46,124.68714,-0.2447695386274762,124.68714
47,124.68714,-0.2447695386274762,124.68714
48,-121.96312,0.19511996295098785,-121.96312
49,-125.13927,0.3628306763292047,-125.13927
50,122.96392,-0.22007882456622718,122.96392
51,122.96392,-0.22007882456622718,122.96392
52,122.96392,-0.2034044971647383,122.96392
53,125.62172,-0.15725924372775274,125.62172
54,122.59263,-0.4691836596486204,122.59263
55,122.59263,-0.4691836596486204,122.59263
56,122.59263,-0.4691836596486204,122.59263
57,123.80182,-0.09395987551097434,123.80182
58,123.80182,-0.07794832742889019,123.80182
59,-123.80173,0.09031693355192617,-123.80173
60,-123.80173,0.09031693355192617,-123.80173
61,-123.80173,0.05296855030787629,-123.80173
62,125.39331,-0.37958755960210144,125.39331
63,125.39331,-0.37958755960210144,125.39331
64,125.39331,-0.37958755960210144,125.39331
65,125.39331,-0.37958755960210144,125.39331
66,125.39331,-0.37958755960210144,125.39331
67,125.39331,-0.37958755960210144,125.39331
68,125.39331,-0.37958755960210144,125.39331
69,125.39331,-0.37958755960210144,125.39331
70,119.85435,-0.008442681711365186,119.85435
71,123.16033,-0.23424527691577673,123.16033
72,123.16033,-0.23424527691577673,123.16033
73,123.16033,-0.23424527691577673,123.16033
74,-121.73013,0.3322718535781576,-121.73013
75,-121.73013,0.35983048917680244,-121.73013
76,-121.73013,0.35983048917680244,-121.73013
77,-121.73013,0.35983048917680244,-121.73013
78,-120.91684,0.11421538488568549,-120.91684
79,-120.91684,0.11421538488568549,-120.91684
80,123.44623,-0.13128436683360012,123.44623
81,123.44623,-0.13128436683360012,123.44623
82,-124.34285,0.4017442079191454,-124.34285
83,-124.34285,0.4017442079191454,-124.34285
84,122.10193,-0.24035018573292674,122.10193
85,122.10193,-0.24035018573292674,122.10193
86,122.10193,-0.35940627533961117,122.10193
87,122.10193,-0.24035018573292674,122.10193
88,121.948715,-0.06775105454049202,121.948715
89,-121.493706,0.2213716886225773,-121.493706
90,124.57902,-0.3467019554535232,124.57902
91,124.57902,-0.3467019554535232,124.57902
92,120.226395,-0.12129609638332817,120.226395
93,-123.64934,0.49111525068959133,-123.64934
94,-123.64934,0.49111525068959133,-123.64934
95,-131.65776,0.32639488554418594,-131.65776
96,130.92241,-0.3663674298831524,130.92241
97,130.92241,-0.3663674298831524,130.92241
98,120.536,-0.20625325720882257,120.536
99,121.07737,-0.27200265873311746,121.07737
100,121.07737,-0.13736089057192638,121.07737
101,-119.75756,0.11888387575304687,-119.75756
102,123.365036,0.0005855397258812539,123.365036
103,121.220436,0.017102014675950548,121.220436
104,121.220436,0.017102014675950548,121.220436
105,-122.79766,0.40691181787397784,-122.79766
